id,name,prerequisite,type,categories,gold_cost,gold_gain,energy_cost,time,materials_cost,materials_gain,level,effect,activities,ratio,sell_price_per_unit,min_quantity,exchange_rate,windLevel,seedLevel,seedPool,damage,attackSpeed,advantageVs,length,boss,boss_drop,common_drop,enemy_rolls,depth_range,effectPerLevel,plots_added,total_plots,tool_required,repeatable,notes
blueprint_seed_storage_1,Seed Storage I Blueprint,,blueprint,seed_storage,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 50->150
blueprint_seed_storage_2,Seed Storage II Blueprint,seed_storage_1,blueprint,seed_storage,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 150->500
blueprint_seed_vault,Seed Vault Blueprint,seed_storage_2;homestead_deed,blueprint,seed_storage,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 500->2000
blueprint_material_crate_1,Material Crate I Blueprint,,blueprint,material_storage,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 50 per material
blueprint_material_crate_2,Material Crate II Blueprint,material_crate_1,blueprint,material_storage,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 100 per material
blueprint_material_warehouse,Material Warehouse Blueprint,material_crate_2;homestead_deed,blueprint,material_storage,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 250 per material
blueprint_material_depot,Material Depot Blueprint,material_warehouse;manor_grounds_deed,blueprint,material_storage,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 500 per material
blueprint_material_silo,Material Silo Blueprint,material_depot;great_estate_deed,blueprint,material_storage,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 1000 per material
blueprint_grand_warehouse,Grand Warehouse Blueprint,material_silo,blueprint,material_storage,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 2500 per material
blueprint_infinite_vault,Infinite Vault Blueprint,blueprint_grand_warehouse,blueprint,material_storage,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 10000 per material
blueprint_mulch_beds,Mulch Beds Blueprint,water_tank_2,blueprint,water_retention,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 25% longer
blueprint_irrigation_channels,Irrigation Channels Blueprint,mulch_beds;homestead_deed,blueprint,water_retention,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 50% longer
blueprint_crystal_irrigation,Crystal Irrigation Blueprint,irrigation_channels;manor_grounds_deed,blueprint,water_retention,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 75% longer
blueprint_auto_pump_1,Auto-Pump I Blueprint,water_tank_2,blueprint,auto_pump,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+10% water cap/hour offline
blueprint_auto_pump_2,Auto-Pump II Blueprint,auto_pump_1;water_tank_3,blueprint,auto_pump,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+20% water cap/hour offline
blueprint_auto_pump_3,Auto-Pump III Blueprint,auto_pump_2;reservoir,blueprint,auto_pump,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+35% water cap/hour offline
blueprint_crystal_auto_pump,Crystal Auto-Pump Blueprint,auto_pump_3;crystal_reservoir,blueprint,auto_pump,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+50% water cap/hour offline
