id,name,prerequisite,type,categories,gold_cost,gold_gain,energy_cost,time,materials_cost,materials_gain,level,effect,activities,ratio,sell_price_per_unit,min_quantity,exchange_rate,windLevel,seedLevel,seedPool,damage,attackSpeed,advantageVs,length,boss,boss_drop,common_drop,enemy_rolls,depth_range,effectPerLevel,plots_added,total_plots,tool_required,repeatable,notes
crossbow_7,Crossbow VII,craft_crossbow_7,weapon,Crossbow,,,,,,,7,,,,,,,,,,114,0.9,venomous_crawlers,,,,,,,,,,,,Boss material required
crossbow_8,Crossbow VIII,craft_crossbow_8,weapon,Crossbow,,,,,,,8,,,,,,,,,,150,1,venomous_crawlers,,,,,,,,,,,,Requires Mythril Anvil
crossbow_9,Crossbow IX,craft_crossbow_9,weapon,Crossbow,,,,,,,9,,,,,,,,,,195,1,venomous_crawlers,,,,,,,,,,,,
crossbow_10,Crossbow X,craft_crossbow_10,weapon,Crossbow,,,,,,,10,,,,,,,,,,280,1.2,venomous_crawlers,,,,,,,,,,,,Max level
wand_1,Wand,craft_wand_1,weapon,Wand,,,,,,,1,,,,,,,,,,7,1.5,living_plants,,,,,,,,,,,,Base wand
wand_2,Wand II,craft_wand_2,weapon,Wand,,,,,,,2,,,,,,,,,,10,1.5,living_plants,,,,,,,,,,,,
wand_3,Wand III,craft_wand_3,weapon,Wand,,,,,,,3,,,,,,,,,,14,1.5,living_plants,,,,,,,,,,,,
wand_4,Wand IV,craft_wand_4,weapon,Wand,,,,,,,4,,,,,,,,,,20,1.6,living_plants,,,,,,,,,,,,Requires Anvil I
wand_5,Wand V,craft_wand_5,weapon,Wand,,,,,,,5,,,,,,,,,,28,1.6,living_plants,,,,,,,,,,,,
wand_6,Wand VI,craft_wand_6,weapon,Wand,,,,,,,6,,,,,,,,,,38,1.7,living_plants,,,,,,,,,,,,Requires Anvil II
wand_7,Wand VII,craft_wand_7,weapon,Wand,,,,,,,7,,,,,,,,,,50,1.7,living_plants,,,,,,,,,,,,Boss material required
wand_8,Wand VIII,craft_wand_8,weapon,Wand,,,,,,,8,,,,,,,,,,66,1.8,living_plants,,,,,,,,,,,,Requires Mythril Anvil
wand_9,Wand IX,craft_wand_9,weapon,Wand,,,,,,,9,,,,,,,,,,86,1.8,living_plants,,,,,,,,,,,,
wand_10,Wand X,craft_wand_10,weapon,Wand,,,,,,,10,,,,,,,,,,130,2,living_plants,,,,,,,,,,,,Max level
