id,name,prerequisite,type,categories,gold_cost,gold_gain,energy_cost,time,materials_cost,materials_gain,level,effect,activities,ratio,sell_price_per_unit,min_quantity,exchange_rate,windLevel,seedLevel,seedPool,damage,attackSpeed,advantageVs,length,boss,boss_drop,common_drop,enemy_rolls,depth_range,effectPerLevel,plots_added,total_plots,tool_required,repeatable,notes
blueprint_water_tank_2,Water Tank II Blueprint,water_tank_1,town,water_storage,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water cap 60->200
blueprint_water_tank_3,Water Tank III Blueprint,water_tank_2;homestead_deed,town,water_storage,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water cap 200->600
blueprint_reservoir,Reservoir Blueprint,water_tank_3;homestead_deed,town,water_storage,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water cap 600->2000
blueprint_crystal_reservoir,Crystal Reservoir Blueprint,reservoir;manor_grounds_deed,town,water_storage,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water cap 2000->10000
blueprint_seed_storage_1,Seed Storage I Blueprint,,town,seed_storage,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 50->150
blueprint_seed_storage_2,Seed Storage II Blueprint,seed_storage_1,town,seed_storage,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 150->500
blueprint_seed_vault,Seed Vault Blueprint,seed_storage_2;homestead_deed,town,seed_storage,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed cap 500->2000
blueprint_material_crate_1,Material Crate I Blueprint,,town,material_storage,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 50 per material
blueprint_material_crate_2,Material Crate II Blueprint,material_crate_1,town,material_storage,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 100 per material
blueprint_material_warehouse,Material Warehouse Blueprint,material_crate_2;homestead_deed,town,material_storage,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 250 per material
blueprint_material_depot,Material Depot Blueprint,material_warehouse;manor_grounds_deed,town,material_storage,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 500 per material
blueprint_material_silo,Material Silo Blueprint,material_depot;great_estate_deed,town,material_storage,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 1000 per material
blueprint_grand_warehouse,Grand Warehouse Blueprint,material_silo,town,material_storage,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 2500 per material
blueprint_infinite_vault,Infinite Vault Blueprint,blueprint_grand_warehouse,town,material_storage,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max 10000 per material
blueprint_mulch_beds,Mulch Beds Blueprint,water_tank_2,town,water_retention,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 25% longer
blueprint_irrigation_channels,Irrigation Channels Blueprint,mulch_beds;homestead_deed,town,water_retention,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 50% longer
blueprint_crystal_irrigation,Crystal Irrigation Blueprint,irrigation_channels;manor_grounds_deed,town,water_retention,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plots retain water 75% longer
blueprint_auto_pump_1,Auto-Pump I Blueprint,water_tank_2,town,auto_pump,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+10% water cap/hour offline
blueprint_auto_pump_2,Auto-Pump II Blueprint,auto_pump_1;water_tank_3,town,auto_pump,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+20% water cap/hour offline
blueprint_auto_pump_3,Auto-Pump III Blueprint,auto_pump_2;reservoir,town,auto_pump,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+35% water cap/hour offline
blueprint_crystal_auto_pump,Crystal Auto-Pump Blueprint,auto_pump_3;crystal_reservoir,town,auto_pump,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+50% water cap/hour offline
