id,name,prerequisite,type,categories,gold_cost,gold_gain,energy_cost,time,materials_cost,materials_gain,level,effect,activities,ratio,sell_price_per_unit,min_quantity,exchange_rate,windLevel,seedLevel,seedPool,damage,attackSpeed,advantageVs,length,boss,boss_drop,common_drop,enemy_rolls,depth_range,effectPerLevel,plots_added,total_plots,tool_required,repeatable,notes
clear_small_rocks,Clear Small Rocks,small_hold_till_soil_1,cleanup,farm_clean_up_route_1,,,75,,,Stone x6,,,,,,,,,,,,,,,,,,,,,,,hands,FALSE,Clear small rocks and collect stone
small_hold_till_soil_2,Small Hold Till Soil #2,clear_small_rocks,cleanup,farm_clean_up_route_1,,,60,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe,FALSE,Till rocky ground to add 3 plots
remove_rock_pile,Remove Rock Pile,small_hold_till_soil_2,cleanup,farm_clean_up_route_1,,,120,,,Stone x8,,,,,,,,,,,,,,,,,,,,,,,hands,FALSE,Clear large rock pile for stone
small_hold_till_soil_3,Small Hold Till Soil #3,remove_rock_pile,cleanup,farm_clean_up_route_1,,,120,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe,FALSE,Till cleared area to add 3 plots
clear_field_stones,Clear Field Stones,small_hold_till_soil_3,cleanup,farm_clean_up_route_1,,,175,,,Stone x10,,,,,,,,,,,,,,,,,,,,,,,hands,FALSE,Remove scattered field stones
small_hold_till_soil_4,Small Hold Till Soil #4,clear_field_stones,cleanup,farm_clean_up_route_1,,,160,,,,,,,,,,,,,,,,,,,,,,,,4,,hoe,FALSE,Till final section to add 4 plots
chop_saplings,Chop Saplings,farm_stage_2,clean_up,clean_repeat_a,,,25,,,Wood x2,,,,,,,,,,,,,,,,,,,,,,,hands,TRUE,Cut down young trees for wood
fell_small_tree,Fell Small Tree,craft_axe;farm_stage_2,clean_up,clean_repeat_b,,,50,,,Wood x5,,,,,,,,,,,,,,,,,,,,,,,axe,TRUE,Chop down small tree with axe
crack_small_boulders,Crack Small Boulders,homestead_deed;craft_hammer,cleanup,farm_clean_up_route_1,,,600,,,Stone x15,,,,,,,,,,,,,,,,,,,,,,,hammer,FALSE,Break apart small boulders with hammer
homestead_till_soil_1,Homestead Till Soil #1,crack_small_boulders,cleanup,farm_clean_up_route_1,,,400,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe,FALSE,Till boulder-cleared land to add 3 plots
split_small_stumps,Split Small Stumps,homestead_deed;craft_axe,cleanup,farm_clean_up_route_2,,,750,,,Wood x25,,,,,,,,,,,,,,,,,,,,,,,axe,FALSE,Remove tree stumps with axe for wood
homestead_till_soil_2,Homestead Till Soil #2,split_small_stumps,cleanup,farm_clean_up_route_2,,,800,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe,FALSE,Till stump-cleared land to add 3 plots
level_molehills,Level Molehills,homestead_deed;craft_shovel,cleanup,farm_clean_up_route_3,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,shovel,FALSE,Level molehill mounds with shovel
homestead_till_soil_3,Homestead Till Soil #3,level_molehills,cleanup,farm_clean_up_route_3,,,1200,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe,FALSE,Till leveled ground to add 3 plots
break_boulders,Break Boulders,homestead_till_soil_1,cleanup,farm_clean_up_route_1,,,1500,,,Stone x30,,,,,,,,,,,,,,,,,,,,,,,hammer,FALSE,Shatter large boulders for stone
homestead_till_soil_4,Homestead Till Soil #4,break_boulders;craft_hoe_plus,cleanup,farm_clean_up_route_1,,,1600,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe_plus,FALSE,Till with improved hoe to add 3 plots
remove_stumps,Remove Stumps,homestead_till_soil_2,cleanup,farm_clean_up_route_2,,,2800,,,Wood x35,,,,,,,,,,,,,,,,,,,,,,,axe,FALSE,Clear old growth stumps for wood
homestead_till_soil_5,Homestead Till Soil #5,remove_stumps;craft_hoe_plus,cleanup,farm_clean_up_route_2,,,1600,,,,,,,,,,,,,,,,,,,,,,,,4,,hoe_plus,FALSE,Till with improved hoe to add 4 plots
dig_buried_stones,Dig Buried Stones,homestead_till_soil_3,cleanup,farm_clean_up_route_3,,,2800,,,Stone x35,,,,,,,,,,,,,,,,,,,,,,,shovel,FALSE,Excavate buried stones with shovel
homestead_till_soil_6,Homestead Till Soil #6,dig_buried_stones;craft_hoe_plus,cleanup,farm_clean_up_route_3,,,1600,,,,,,,,,,,,,,,,,,,,,,,,4,,hoe_plus,FALSE,Till final section to add 4 plots and complete Homestead
chop_trees,Chop Trees,craft_axe;farm_stage_3,clean_up,clean_repeat_a,,,100,,,Wood x10,,,,,,,,,,,,,,,,,,,,,,,axe,TRUE,Harvest mature trees for wood
clear_grove,Clear Grove,craft_axe_plus;farm_stage_3,clean_up,clean_repeat_b,,,200,,,Wood x25,,,,,,,,,,,,,,,,,,,,,,,axe_plus,TRUE,Clear entire grove with improved axe
crack_boulders,Crack Boulders,manor_grounds_deed;craft_hammer_plus,cleanup,farm_clean_up_route_1,,,4000,,,Stone x30,,,,,,,,,,,,,,,,,,,,,,,hammer_plus,FALSE,Demolish massive boulders with improved hammer
till_manor_grounds_1,Till Manor Grounds #1,crack_boulders,cleanup,farm_clean_up_route_1,,,2500,,,,,,,,,,,,,,,,,,,,,,,,3,,hoe_plus,FALSE,Till boulder field to add 3 plots
clear_thickets,Clear Thickets,manor_grounds_deed;craft_axe_plus,cleanup,farm_clean_up_route_2,,,3600,,,Wood x40,,,,,,,,,,,,,,,,,,,,,,,axe_plus,FALSE,Clear dense thickets with improved axe
till_manor_grounds_2,Till Manor Grounds #2,clear_thickets,cleanup,farm_clean_up_route_2,,,3000,,,,,,,,,,,,,,,,,,,,,,,,4,,hoe_plus,FALSE,Till thicket land to add 4 plots
eliminate_molehills,Eliminate Molehills,manor_grounds_deed;craft_shovel_plus,cleanup,farm_clean_up_route_3,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,shovel_plus,FALSE,Remove extensive molehill network with improved shovel
till_manor_grounds_3,Till Manor Grounds #3,eliminate_molehills,cleanup,farm_clean_up_route_3,,,4000,,,,,,,,,,,,,,,,,,,,,,,,4,,hoe_plus,FALSE,Till excavated area to add 4 plots
break_mineral_depost,Break Mineral Depost,till_manor_grounds_1,cleanup,farm_clean_up_route_1,,,6000,,,Copper x20,,,,,,,,,,,,,,,,,,,,,,,hammer_plus,FALSE,Mine surface copper deposit with hammer
till_manor_grounds_4,Till Manor Grounds #4,break_mineral_depost;craft_terra_former,cleanup,farm_clean_up_route_1,,,5000,,,,,,,,,,,,,,,,,,,,,,,,4,,terra_former,FALSE,Terraform land to add 4 plots
buck_fallen_trunks,Buck Fallen Trunks,till_manor_grounds_2,cleanup,farm_clean_up_route_2,,,7500,,,Wood x50,,,,,,,,,,,,,,,,,,,,,,,axe_plus,FALSE,Process massive fallen trunks for wood
till_manor_grounds_5,Till Manor Grounds #5,buck_fallen_trunks;craft_terra_former,cleanup,farm_clean_up_route_2,,,7500,,,,,,,,,,,,,,,,,,,,,,,,5,,terra_former,FALSE,Terraform cleared area to add 5 plots
landscape_section,Landscape Section,till_manor_grounds_3,cleanup,farm_clean_up_route_3,,,7500,,,Stone x25;Wood x25,,,,,,,,,,,,,,,,,,,,,,,shovel_plus,FALSE,Major landscaping project yields mixed materials
till_manor_grounds_6,Till Manor Grounds #6,landscape_section;craft_terra_former,cleanup,farm_clean_up_route_3,,,7500,,,,,,,,,,,,,,,,,,,,,,,,5,,terra_former,FALSE,Terraform final section to add 5 plots and complete Manor Grounds
harvest_forest,Harvest Forest,craft_shovel_plus;farm_stage_4,clean_up,clean_repeat_a,,,400,,,Wood x40,,,,,,,,,,,,,,,,,,,,,,,shovel_plus,TRUE,Harvest forest section for bulk wood
clear_old_growth,Clear Old Growth,craft_earth_mover;farm_stage_4,clean_up,clean_repeat_b,,,800,,,Wood x100,,,,,,,,,,,,,,,,,,,,,,,earth_mover,TRUE,Clear ancient forest with Earth Mover
break_stone_monoliths,Break Stone Monoliths,great_estate_deed; craft_stone_breaker,cleanup,farm_clean_up_route_1,,,20000,,,Stone x60,,,,,,,,,,,,,,,,,,,,,,,stone_breaker,FALSE,Demolish ancient stone monoliths with Stone Breaker
till_estate_grounds_1,Till Estate Grounds #1,break_stone_monoliths,cleanup,farm_clean_up_route_1,,,10000,,,,,,,,,,,,,,,,,,,,,,,,5,,terra_former,FALSE,Terraform monolith site to add 5 plots
cut_ancient_roots,Cut Ancient Roots ,great_estate_deed;craft_world_splitter,cleanup,farm_clean_up_route_2,,,20000,,,Wood x120,,,,,,,,,,,,,,,,,,,,,,,world_splitter,FALSE,Sever ancient root system with World Splitter
till_estate_grounds_2,Till Estate Grounds #2,cut_ancient_roots,cleanup,farm_clean_up_route_2,,,12500,,,,,,,,,,,,,,,,,,,,,,,,5,,terra_former,FALSE,Terraform root-cleared land to add 5 plots
flatten_hill,Flatten Hill,great_estate_deed;craft_earth_mover,cleanup,farm_clean_up_route_3,,,30000,,,Stone x85,,,,,,,,,,,,,,,,,,,,,,,earth_mover,FALSE,Level entire hillside with Earth Mover
till_estate_grounds_3,Till Estate Grounds #3,flatten_hill,cleanup,farm_clean_up_route_3,,,15000,,,,,,,,,,,,,,,,,,,,,,,,5,,terra_former,FALSE,Terraform flattened area to add 5 plots
sacred_clearing,Sacred Clearing,till_estate_grounds_1;till_estate_grounds_2;till_estate_grounds_3,cleanup,farm_clean_up_route_1,,,50000,,,Wood x50;Stone x50,,,,,,,,,,,,,,,,,,,,,,,world_splitter;stone_breaker;earth_mover,FALSE,Consecrate sacred ground using all master tools
till_estate_grounds_4,Till Estate Grounds #4,sacred_clearing,cleanup,farm_clean_up_route_1,,,50000,,,,,,,,,,,,,,,,,,,,,,,,10,,terra_former,FALSE,Terraform sacred ground to add 10 plots and complete Great Estate
mystic_grove,Mystic Grove,craft_world_splitter;farm_stage_5,clean_up,clean_repeat_a,,,1500,,,Wood x200,,,,,,,,,,,,,,,,,,,,,,,world_splitter,TRUE,Harvest mystical grove for enchanted wood
enchanted_forest,Enchanted Forest,craft_world_splitter;craft_stone_breaker;farm_stage_5,clean_up,clean_repeat_b,,,3000,,,Wood x500;Enchanted Wood x1 (5% chance),,,,,,,,,,,,,,,,,,,,,,,world_splitter;stone_breaker,TRUE,Clear enchanted forest with master tools for rare materials
